"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2013","2013",2820.1,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2014","2014",2592.6,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2015","2015",3153.8,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2016","2016",3472.2,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2017","2017",2746,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2018","2018",3133.8,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2019","2019",3133.5,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2020","2020",1751.5,,
"DUREA000","All causes","JOUPERNB","Days","USA","United States","2010","2010",4.8,,
"DUREA100","Infectious and parasitic diseases","JOUPERNB","Days","USA","United States","2010","2010",7.2,,
"DUREA101","Intestinal infectious diseases except diarrhoea","JOUPERNB","Days","USA","United States","2010","2010",4.9,,
"DUREA102","Diarrhoea and gastroenteritis of presumed infectious origin","JOUPERNB","Days","USA","United States","2010","2010",3.6,,
"DUREA104","Septicaemia","JOUPERNB","Days","USA","United States","2010","2010",8.8,,
"DUREA105","Human immunodeficiency virus (HIV) disease","JOUPERNB","Days","USA","United States","2010","2010",7.5,,
"DUREA106","Other infectious and parasitic diseases","JOUPERNB","Days","USA","United States","2010","2010",4.2,,
"DUREA200","Neoplasms","JOUPERNB","Days","USA","United States","2010","2010",5.6,,
"DUREA201","Malignant neoplasm of colon, rectum and anus","JOUPERNB","Days","USA","United States","2010","2010",7.8,,
"DUREA202","Malignant neoplasm of trachea, bronchus and lung","JOUPERNB","Days","USA","United States","2010","2010",6.6,,
"DUREA204","Malignant neoplasm of breast","JOUPERNB","Days","USA","United States","2010","2010",2.3,,
"DUREA205","Malignant neoplasm of uterus","JOUPERNB","Days","USA","United States","2010","2010",5.2,,
"DUREA206","Malignant neoplasm of ovary","JOUPERNB","Days","USA","United States","2010","2010",7.6,,
"DUREA207","Malignant neoplasm of prostate","JOUPERNB","Days","USA","United States","2010","2010",2.6,,
"DUREA208","Malignant neoplasm of bladder","JOUPERNB","Days","USA","United States","2010","2010",7.3,,
"DUREA209","Other Malignant neoplasms","JOUPERNB","Days","USA","United States","2010","2010",7.1,,
"DUREA210","Carcinoma in situ","JOUPERNB","Days","USA","United States","2010","2010",3.1,,
"DUREA211","Benign neoplasm of colon, rectum and anus","JOUPERNB","Days","USA","United States","2010","2010",4,,
"DUREA212","Leiomyoma of uterus","JOUPERNB","Days","USA","United States","2010","2010",2.2,,
"DUREA213","Other Benign neoplasms and neoplasms of uncertain or unknown behaviour","JOUPERNB","Days","USA","United States","2010","2010",4.7,,
"DUREA300","Diseases of the blood and bloodforming organs","JOUPERNB","Days","USA","United States","2010","2010",4.2,,
"DUREA301","Anaemias","JOUPERNB","Days","USA","United States","2010","2010",4.1,,
"DUREA302","Other diseases of the blood and bloodforming organs","JOUPERNB","Days","USA","United States","2010","2010",4.4,,
"DUREA400","Endocrine, nutritional and metabolic diseases","JOUPERNB","Days","USA","United States","2010","2010",3.8,,
"DUREA401","Diabetes mellitus","JOUPERNB","Days","USA","United States","2010","2010",4.5,,
"DUREA402","Other endocrine, nutritional and metabolic diseases","JOUPERNB","Days","USA","United States","2010","2010",3.4,,
"DUREA500","Mental and behavioural disorders","JOUPERNB","Days","USA","United States","2010","2010",6.4,,
"DUREA501","Dementia","JOUPERNB","Days","USA","United States","2010","2010",7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2010","2010",4.2,,
"DUREA503","Mental and behavioural disorders due to use of Other psychoactive substance","JOUPERNB","Days","USA","United States","2010","2010",4.1,,
"DUREA504","Schizophrenia, schizotypal and delusional disorders","JOUPERNB","Days","USA","United States","2010","2010",10.1,,
"DUREA505","Mood (affective) disorders","JOUPERNB","Days","USA","United States","2010","2010",6.4,,
"DUREA506","Other Mental and behavioural disorders","JOUPERNB","Days","USA","United States","2010","2010",5.4,,
"DUREA600","Diseases of the nervous system","JOUPERNB","Days","USA","United States","2010","2010",5.5,,
"DUREA601","Alzheimer's disease","JOUPERNB","Days","USA","United States","2010","2010",8.3,,
"DUREA602","Multiple sclerosis","JOUPERNB","Days","USA","United States","2010","2010",6.8,,
"DUREA603","Epilepsy","JOUPERNB","Days","USA","United States","2010","2010",3.5,,
"DUREA604","Transient cerebral ischaemic attacks and related syndromes","JOUPERNB","Days","USA","United States","2010","2010",2.6,,
"DUREA605","Other diseases of the nervous system","JOUPERNB","Days","USA","United States","2010","2010",6.7,,
"DUREA700","Diseases of the eye and adnexa","JOUPERNB","Days","USA","United States","2010","2010",3.1,,
"DUREA702","Other diseases of the eye and adnexa","JOUPERNB","Days","USA","United States","2010","2010",3.2,,
"DUREA800","Diseases of the ear and mastoid process","JOUPERNB","Days","USA","United States","2010","2010",3,,
"DUREA900","Diseases of the circulatory system","JOUPERNB","Days","USA","United States","2010","2010",4.8,,
"DUREA901","Hypertensive diseases","JOUPERNB","Days","USA","United States","2010","2010",3.4,,
"DUREA902","Angina pectoris","JOUPERNB","Days","USA","United States","2010","2010",2.5,,
"DUREA903","Acute myocardial infarction","JOUPERNB","Days","USA","United States","2010","2010",5.4,,
"DUREA904","Other ischaemic heart disease","JOUPERNB","Days","USA","United States","2010","2010",3.6,,
"DUREA905","Pulmonary heart disease and diseases of Pulmonary circulation","JOUPERNB","Days","USA","United States","2010","2010",5.1,,
"DUREA906","Conduction disorders and cardiac arrhythmias","JOUPERNB","Days","USA","United States","2010","2010",3.8,,
"DUREA907","Heart failure","JOUPERNB","Days","USA","United States","2010","2010",5,,
"DUREA908","Cerebrovascular diseases","JOUPERNB","Days","USA","United States","2010","2010",6.7,,
"DUREA909","Atherosclerosis","JOUPERNB","Days","USA","United States","2010","2010",4.7,,
"DUREA911","Other diseases of the circulatory system","JOUPERNB","Days","USA","United States","2010","2010",5.1,,
"DUREB000","Diseases of the respiratory system","JOUPERNB","Days","USA","United States","2010","2010",5,,
"DUREB001","Acute upper respiratory infections and influenza","JOUPERNB","Days","USA","United States","2010","2010",2.9,,
"DUREB002","Pneumonia","JOUPERNB","Days","USA","United States","2010","2010",5.2,,
"DUREB003","Other acute lower respiratory infections","JOUPERNB","Days","USA","United States","2010","2010",2.9,,
"DUREB005","Other diseases of upper respiratory tract","JOUPERNB","Days","USA","United States","2010","2010",2.5,,
"DUREB006","Chronic obstructive Pulmonary disease and bronchiectasis","JOUPERNB","Days","USA","United States","2010","2010",4.5,,
"DUREB007","Asthma","JOUPERNB","Days","USA","United States","2010","2010",3.6,,
"DUREB008","Other diseases of the respiratory system","JOUPERNB","Days","USA","United States","2010","2010",6.8,,
"DUREB100","Diseases of the digestive system","JOUPERNB","Days","USA","United States","2010","2010",4.6,,
"DUREB101","Disorders of teeth and supporting structures","JOUPERNB","Days","USA","United States","2010","2010",3.1,,
"DUREB102","Other diseases of oral cavity, salivary glands and jaws","JOUPERNB","Days","USA","United States","2010","2010",4.2,,
"DUREB103","Diseases of oesophagus","JOUPERNB","Days","USA","United States","2010","2010",3.7,,
"DUREB104","Peptic ulcer","JOUPERNB","Days","USA","United States","2010","2010",4.8,,
"DUREB105","Dyspepsia and Other diseases of stomach and duodenum","JOUPERNB","Days","USA","United States","2010","2010",4.3,,
"DUREB106","Diseases of appendix","JOUPERNB","Days","USA","United States","2010","2010",2.9,,
"DUREB107","Inguinal hernia","JOUPERNB","Days","USA","United States","2010","2010",3.7,,
"DUREB108","Other abdominal hernia","JOUPERNB","Days","USA","United States","2010","2010",5.9,,
"DUREB109","Crohn's disease and ulcerative colitis","JOUPERNB","Days","USA","United States","2010","2010",5.3,,
"DUREB110","Other noninfective gastroenteritis and colitis","JOUPERNB","Days","USA","United States","2010","2010",3.1,,
"DUREB111","Paralytic ileus and Intestinal obstruction without hernia","JOUPERNB","Days","USA","United States","2010","2010",5.9,,
"DUREB112","Diverticular disease of intestine","JOUPERNB","Days","USA","United States","2010","2010",4.9,,
"DUREB113","Diseases of anus and rectum","JOUPERNB","Days","USA","United States","2010","2010",4.3,,
"DUREB114","Other diseases of intestine","JOUPERNB","Days","USA","United States","2010","2010",5.3,,
"DUREB115","Alcoholic liver disease","JOUPERNB","Days","USA","United States","2010","2010",5.4,,
"DUREB116","Other diseases of liver","JOUPERNB","Days","USA","United States","2010","2010",5,,
"DUREB117","Cholelithiasis","JOUPERNB","Days","USA","United States","2010","2010",4,,
"DUREB118","Other diseases of gall bladder and biliary tract","JOUPERNB","Days","USA","United States","2010","2010",4.3,,
"DUREB119","Diseases of pancreas","JOUPERNB","Days","USA","United States","2010","2010",4.7,,
"DUREB120","Other diseases of the digestive system","JOUPERNB","Days","USA","United States","2010","2010",5.5,,
"DUREB200","Diseases of the skin and subcutaneous tissue","JOUPERNB","Days","USA","United States","2010","2010",4.7,,
"DUREB201","Infections of the skin and subcutaneous tissue","JOUPERNB","Days","USA","United States","2010","2010",4.4,,
"DUREB202","Dermatitis, eczema and papulosquamous disorders","JOUPERNB","Days","USA","United States","2010","2010",3.8,,
"DUREB203","Other diseases of the skin and subcutaneous tissue","JOUPERNB","Days","USA","United States","2010","2010",6.9,,
"DUREB300","Diseases of musculoskeletal system and connective tissue","JOUPERNB","Days","USA","United States","2010","2010",3.9,,
"DUREB301","Coxarthrosis (arthrosis of hip)","JOUPERNB","Days","USA","United States","2010","2010",3.4,,
"DUREB302","Gonarthrosis (arthrosis of knee)","JOUPERNB","Days","USA","United States","2010","2010",3.5,,
"DUREB304","Other arthropathies","JOUPERNB","Days","USA","United States","2010","2010",4.3,,
"DUREB305","Systemic connective tissue disorders","JOUPERNB","Days","USA","United States","2010","2010",7,,
"DUREB306","Deforming dorsopathies and spondylopathies","JOUPERNB","Days","USA","United States","2010","2010",3.8,,
"DUREB307","Intervertebral disc disorders","JOUPERNB","Days","USA","United States","2010","2010",3.2,,
"DUREB308","Dorsalgia","JOUPERNB","Days","USA","United States","2010","2010",5.4,,
"DUREB309","Soft tissue disorders","JOUPERNB","Days","USA","United States","2010","2010",3.9,,
"DUREB310","Other disorders of the musculoskeletal system and connective tissue","JOUPERNB","Days","USA","United States","2010","2010",5.3,,
"DUREB400","Diseases of the genitourinary system","JOUPERNB","Days","USA","United States","2010","2010",3.9,,
"DUREB401","Glomerular and renal tubulo-interstitial diseases","JOUPERNB","Days","USA","United States","2010","2010",3.2,,
"DUREB402","Renal failure","JOUPERNB","Days","USA","United States","2010","2010",5.6,,
"DUREB403","Urolithiasis","JOUPERNB","Days","USA","United States","2010","2010",2.7,,
"DUREB404","Other diseases of the urinary system","JOUPERNB","Days","USA","United States","2010","2010",4,,
"DUREB405","Hyperplasia of prostate","JOUPERNB","Days","USA","United States","2010","2010",2.8,,
"DUREB406","Other diseases of Male genital organs","JOUPERNB","Days","USA","United States","2010","2010",4,,
"DUREB407","Disorders of breast","JOUPERNB","Days","USA","United States","2010","2010",2.5,,
"DUREB408","Inflammatory diseases of Female pelvic organs","JOUPERNB","Days","USA","United States","2010","2010",3.9,,
"DUREB409","Menstrual, menopausal and Other Female genital conditions","JOUPERNB","Days","USA","United States","2010","2010",1.9,,
"DUREB410","Other disorders of the genitourinary system","JOUPERNB","Days","USA","United States","2010","2010",2,,
"DUREB500","Pregnancy, childbirth and the puerperium","JOUPERNB","Days","USA","United States","2010","2010",2.8,,
"DUREB502","Other pregnancy with abortive outcome","JOUPERNB","Days","USA","United States","2010","2010",1.6,,
"DUREB503","Complications of pregnancy in the antenatal period","JOUPERNB","Days","USA","United States","2010","2010",3.2,,
"DUREB505","Single spontaneous delivery","JOUPERNB","Days","USA","United States","2010","2010",2,,
"DUREB506","Other delivery","JOUPERNB","Days","USA","United States","2010","2010",2.8,,
"DUREB507","Complications predominantly related to the puerperium","JOUPERNB","Days","USA","United States","2010","2010",5.9,,
"DUREB508","Other obstetric conditions","JOUPERNB","Days","USA","United States","2010","2010",3.8,,
"DUREB600","Certain conditions originating in the perinatal period","JOUPERNB","Days","USA","United States","2010","2010",10.8,,
"DUREB601","Disorders related to short gestation and low birthweight","JOUPERNB","Days","USA","United States","2010","2010",26.2,,
"DUREB602","Other conditions originating in the perinatal period","JOUPERNB","Days","USA","United States","2010","2010",8.5,,
"DUREB700","Congenital malformations, deformations and chromosomal abnormalities","JOUPERNB","Days","USA","United States","2010","2010",4.8,,
"DUREB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","JOUPERNB","Days","USA","United States","2010","2010",3.1,,
"DUREB801","Pain in throat and chest","JOUPERNB","Days","USA","United States","2010","2010",2,,
"DUREB802","Abdominal and pelvic Pain","JOUPERNB","Days","USA","United States","2010","2010",3.1,,
"DUREB803","Unknown and unspecified causes of morbidity","JOUPERNB","Days","USA","United States","2010","2010",4.1,,
"DUREB804","Other symptoms, signs and abnormal clinical and laboratory findings","JOUPERNB","Days","USA","United States","2010","2010",3,,
"DUREB900","Injury, poisoning and other consequences of external causes","JOUPERNB","Days","USA","United States","2010","2010",5.5,,
"DUREB901","Intracranial injury","JOUPERNB","Days","USA","United States","2010","2010",10,,
"DUREB902","Other injuries to the head","JOUPERNB","Days","USA","United States","2010","2010",3.4,,
"DUREB903","Fracture of forearm","JOUPERNB","Days","USA","United States","2010","2010",2.8,,
"DUREB904","Fracture of femur","JOUPERNB","Days","USA","United States","2010","2010",6.1,,
"DUREB905","Fracture of lower leg, including ankle","JOUPERNB","Days","USA","United States","2010","2010",4,,
"DUREB906","Other injuries","JOUPERNB","Days","USA","United States","2010","2010",5,,
"DUREB907","Burns and corrosions","JOUPERNB","Days","USA","United States","2010","2010",6,,
"DUREB908","Poisonings by drugs, medicaments, and biological substances and toxic effects","JOUPERNB","Days","USA","United States","2010","2010",3,,
"DUREB909","Complications of Surgical and medical care, n.e.c.","JOUPERNB","Days","USA","United States","2010","2010",5.9,,
"DUREB911","Other and unspecified effects of external causes","JOUPERNB","Days","USA","United States","2010","2010",4,,
"DUREC100","Factors influencing health status and contact with health services","JOUPERNB","Days","USA","United States","2010","2010",9.3,,
"DUREC103","Liveborn infants according to place of birth","JOUPERNB","Days","USA","United States","2010","2010",2.3,,
"DUREC104","Other medical care (including radiotherapy and chemotherapy sessions)","JOUPERNB","Days","USA","United States","2010","2010",5.8,,
"DUREC105","Other factors influencing Health status and contact with Health services","JOUPERNB","Days","USA","United States","2010","2010",10.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2010","2010",64.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2011","2011",64.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2012","2012",63.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2013","2013",62.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2014","2014",62.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2015","2015",63.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2016","2016",64,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2017","2017",64.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2018","2018",64.3,,
"SCRNCRCS","Cervical cancer screening, survey data","FECSCRTX","% of females aged 20-69 screened","USA","United States","2010","2010",85,,
"SCRNCRCS","Cervical cancer screening, survey data","FECSCRTX","% of females aged 20-69 screened","USA","United States","2013","2013",84.5,,
"SCRNCRCS","Cervical cancer screening, survey data","FECSCRTX","% of females aged 20-69 screened","USA","United States","2015","2015",83.3,,
"SCRNCRCS","Cervical cancer screening, survey data","FECSCRTX","% of females aged 20-69 screened","USA","United States","2018","2018",82.4,,
"SCRNCRCS","Cervical cancer screening, survey data","FECSCRTX","% of females aged 20-69 screened","USA","United States","2019","2019",72.6,"B","Break"
"SCRNMAMS","Breast cancer screening, survey data","FEMSCRTX","% of females aged 50-69 screened","USA","United States","2010","2010",80.4,,
"SCRNMAMS","Breast cancer screening, survey data","FEMSCRTX","% of females aged 50-69 screened","USA","United States","2013","2013",80.8,,
"SCRNMAMS","Breast cancer screening, survey data","FEMSCRTX","% of females aged 50-69 screened","USA","United States","2015","2015",79.5,,
"SCRNMAMS","Breast cancer screening, survey data","FEMSCRTX","% of females aged 50-69 screened","USA","United States","2018","2018",80.7,,
"SCRNMAMS","Breast cancer screening, survey data","FEMSCRTX","% of females aged 50-69 screened","USA","United States","2019","2019",76.5,"B","Break"
"DICDA100","Infectious and parasitic diseases","NOMBRENB","Number","USA","United States","2010","2010",1330814,,
"DICDA100","Infectious and parasitic diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",430.2,,
"DICDA101","Intestinal infectious diseases except diarrhoea","NOMBRENB","Number","USA","United States","2010","2010",198711,,
"DICDA101","Intestinal infectious diseases except diarrhoea","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",64.2,,
"DICDA102","Diarrhoea and gastroenteritis of presumed infectious origin","NOMBRENB","Number","USA","United States","2010","2010",27408,,
"DICDA102","Diarrhoea and gastroenteritis of presumed infectious origin","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",8.9,,
"DICDA104","Septicaemia","NOMBRENB","Number","USA","United States","2010","2010",808083,,
"DICDA104","Septicaemia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",261.2,,
"DICDA105","Human immunodeficiency virus (HIV) disease","NOMBRENB","Number","USA","United States","2010","2010",42424,,
"DICDA105","Human immunodeficiency virus (HIV) disease","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",13.7,,
"DICDA106","Other infectious and parasitic diseases","NOMBRENB","Number","USA","United States","2010","2010",254188,,
"DICDA106","Other infectious and parasitic diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",82.2,,
"DICDA200","Neoplasms","NOMBRENB","Number","USA","United States","2010","2010",1574844,,
"DICDA200","Neoplasms","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",509.1,,
"DICDA201","Malignant neoplasm of colon, rectum and anus","NOMBRENB","Number","USA","United States","2010","2010",132018,,
"DICDA201","Malignant neoplasm of colon, rectum and anus","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",42.7,,
"DICDA202","Malignant neoplasm of trachea, bronchus and lung","NOMBRENB","Number","USA","United States","2010","2010",145893,,
"DICDA202","Malignant neoplasm of trachea, bronchus and lung","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",47.2,,
"DICDA204","Malignant neoplasm of breast","NOMBRENB","Number","USA","United States","2010","2010",82932,,
"DICDA204","Malignant neoplasm of breast","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",52.7,,
"DICDA205","Malignant neoplasm of uterus","NOMBRENB","Number","USA","United States","2010","2010",52828,,
"DICDA205","Malignant neoplasm of uterus","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",33.6,,
"DICDA206","Malignant neoplasm of ovary","NOMBRENB","Number","USA","United States","2010","2010",25811,,
"DICDA206","Malignant neoplasm of ovary","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",16.4,,
"DICDA207","Malignant neoplasm of prostate","NOMBRENB","Number","USA","United States","2010","2010",84332,,
"DICDA207","Malignant neoplasm of prostate","RTOMALNB","Per 100 000 males","USA","United States","2010","2010",55.5,,
"DICDA208","Malignant neoplasm of bladder","NOMBRENB","Number","USA","United States","2010","2010",29153,,
"DICDA208","Malignant neoplasm of bladder","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",9.4,,
"DICDA209","Other Malignant neoplasms","NOMBRENB","Number","USA","United States","2010","2010",612750,,
"DICDA209","Other Malignant neoplasms","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",198.1,,
"DICDA210","Carcinoma in situ","NOMBRENB","Number","USA","United States","2010","2010",25540,,
"DICDA210","Carcinoma in situ","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",8.3,,
"DICDA211","Benign neoplasm of colon, rectum and anus","NOMBRENB","Number","USA","United States","2010","2010",36446,,
"DICDA211","Benign neoplasm of colon, rectum and anus","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",11.8,,
"DICDA212","Leiomyoma of uterus","NOMBRENB","Number","USA","United States","2010","2010",187861,,
"DICDA212","Leiomyoma of uterus","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",119.5,,
"DICDA213","Other Benign neoplasms and neoplasms of uncertain or unknown behaviour","NOMBRENB","Number","USA","United States","2010","2010",159280,,
"DICDA213","Other Benign neoplasms and neoplasms of uncertain or unknown behaviour","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",51.5,,
"DICDA300","Diseases of the blood and bloodforming organs","NOMBRENB","Number","USA","United States","2010","2010",535083,,
"DICDA300","Diseases of the blood and bloodforming organs","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",173,,
"DICDA301","Anaemias","NOMBRENB","Number","USA","United States","2010","2010",392388,,
"DICDA301","Anaemias","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",126.9,,
"DICDA302","Other diseases of the blood and bloodforming organs","NOMBRENB","Number","USA","United States","2010","2010",142695,,
"DICDA302","Other diseases of the blood and bloodforming organs","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",46.1,,
"DICDA400","Endocrine, nutritional and metabolic diseases","NOMBRENB","Number","USA","United States","2010","2010",1777757,,
"DICDA400","Endocrine, nutritional and metabolic diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",574.7,,
"DICDA401","Diabetes mellitus","NOMBRENB","Number","USA","United States","2010","2010",629742,,
"DICDA401","Diabetes mellitus","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",203.6,,
"DICDA402","Other endocrine, nutritional and metabolic diseases","NOMBRENB","Number","USA","United States","2010","2010",1148015,,
"DICDA402","Other endocrine, nutritional and metabolic diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",371.1,,
"DICDA500","Mental and behavioural disorders","NOMBRENB","Number","USA","United States","2010","2010",2099070,,
"DICDA500","Mental and behavioural disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",678.6,,
"DICDA501","Dementia","NOMBRENB","Number","USA","United States","2010","2010",16457,,
"DICDA501","Dementia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",5.3,,
"DICDA502","Mental and behavioural disorders due to alcohol","NOMBRENB","Number","USA","United States","2010","2010",278954,,
"DICDA502","Mental and behavioural disorders due to alcohol","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",90.2,,
"DICDA503","Mental and behavioural disorders due to use of Other psychoactive substance","NOMBRENB","Number","USA","United States","2010","2010",187992,,
"DICDA503","Mental and behavioural disorders due to use of Other psychoactive substance","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",60.8,,
"DICDA504","Schizophrenia, schizotypal and delusional disorders","NOMBRENB","Number","USA","United States","2010","2010",341079,,
"DICDA504","Schizophrenia, schizotypal and delusional disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",110.3,,
"DICDA505","Mood (affective) disorders","NOMBRENB","Number","USA","United States","2010","2010",981662,,
"DICDA505","Mood (affective) disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",317.4,,
"DICDA506","Other Mental and behavioural disorders","NOMBRENB","Number","USA","United States","2010","2010",292926,,
"DICDA506","Other Mental and behavioural disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",94.7,,
"DICDA600","Diseases of the nervous system","NOMBRENB","Number","USA","United States","2010","2010",1046435,,
"DICDA600","Diseases of the nervous system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",338.3,,
"DICDA601","Alzheimer's disease","NOMBRENB","Number","USA","United States","2010","2010",59916,,
"DICDA601","Alzheimer's disease","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",19.4,,
"DICDA602","Multiple sclerosis","NOMBRENB","Number","USA","United States","2010","2010",28208,,
"DICDA602","Multiple sclerosis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",9.1,,
"DICDA603","Epilepsy","NOMBRENB","Number","USA","United States","2010","2010",220239,,
"DICDA603","Epilepsy","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",71.2,,
"DICDA604","Transient cerebral ischaemic attacks and related syndromes","NOMBRENB","Number","USA","United States","2010","2010",166294,,
"DICDA604","Transient cerebral ischaemic attacks and related syndromes","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",53.8,,
"DICDA605","Other diseases of the nervous system","NOMBRENB","Number","USA","United States","2010","2010",571778,,
"DICDA605","Other diseases of the nervous system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",184.8,,
"DICDA700","Diseases of the eye and adnexa","NOMBRENB","Number","USA","United States","2010","2010",53968,,
"DICDA700","Diseases of the eye and adnexa","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",17.4,,
"DICDA702","Other diseases of the eye and adnexa","NOMBRENB","Number","USA","United States","2010","2010",53968,,
"DICDA702","Other diseases of the eye and adnexa","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",17.4,,
"DICDA800","Diseases of the ear and mastoid process","NOMBRENB","Number","USA","United States","2010","2010",72049,,
"DICDA800","Diseases of the ear and mastoid process","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",23.3,,
"DICDA900","Diseases of the circulatory system","NOMBRENB","Number","USA","United States","2010","2010",5618569,,
"DICDA900","Diseases of the circulatory system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",1816.4,,
"DICDA901","Hypertensive diseases","NOMBRENB","Number","USA","United States","2010","2010",490273,,
"DICDA901","Hypertensive diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",158.5,,
"DICDA902","Angina pectoris","NOMBRENB","Number","USA","United States","2010","2010",22414,,
"DICDA902","Angina pectoris","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",7.2,,
"DICDA903","Acute myocardial infarction","NOMBRENB","Number","USA","United States","2010","2010",595035,,
"DICDA903","Acute myocardial infarction","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",192.4,,
"DICDA904","Other ischaemic heart disease","NOMBRENB","Number","USA","United States","2010","2010",728946,,
"DICDA904","Other ischaemic heart disease","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",235.7,,
"DICDA905","Pulmonary heart disease and diseases of Pulmonary circulation","NOMBRENB","Number","USA","United States","2010","2010",230095,,
"DICDA905","Pulmonary heart disease and diseases of Pulmonary circulation","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",74.4,,
"DICDA906","Conduction disorders and cardiac arrhythmias","NOMBRENB","Number","USA","United States","2010","2010",829522,,
"DICDA906","Conduction disorders and cardiac arrhythmias","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",268.2,,
"DICDA907","Heart failure","NOMBRENB","Number","USA","United States","2010","2010",1022941,,
"DICDA907","Heart failure","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",330.7,,
"DICDA908","Cerebrovascular diseases","NOMBRENB","Number","USA","United States","2010","2010",848727,,
"DICDA908","Cerebrovascular diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",274.4,,
"DICDA909","Atherosclerosis","NOMBRENB","Number","USA","United States","2010","2010",142159,,
