DATE,DYAD_CODE,LOCATION,CCODE1,CCODE2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,BAR_Scale,EVENT_SUMMARY,,"Product of the Transboundary Freshwater Dispute Database, College of Earth, Ocean, and Atmospheric Sciences, Oregon State University.  Additional information about the TFDD can be found at: http://transboundarywaters.science.oregonstate.edu. "
1/14/1990,IRQ_TUR,Euphrates,IRQ,TUR,TIGR_IRQ,TIGR_TUR,Iraq--Turkey,2,1,"Iraq sent Oil Minister Issam Abdul-Rahim al-Chalabi to Turkey to seek changes reducing the damaging results of the diversion of the Euphrates River. Al-Chalabi told reporters Iraqi technicians had worked out ways that the plan now being carried out -- a complete 30-day cut-off -- could be modified and would present their notes to Turkish officials. He will also deliver a message from President Saddam Hussein to President Turgut Ozal who diverted the river at a ceremony in southeast Turkey on January 13, 1994 to begin filling the huge Ataturk Dam. Chalabi told reporters ""We are confident that the Turkish side does not aim to harm Iraq by taking these measures. But continuation of the latest plan will certainly mean harming a great number of Iraqi citizens."" ",,
1/14/1990,IRQ_TUR,Euphrates,IRQ,TUR,TIGR_IRQ,TIGR_TUR,Iraq--Turkey--Syria,3,1,"Turkish President Turgut Ozal said that the temporary diversion of the Euphrates River will not harm Iraq or Syria.  Ozal told an Iraqi minister that Turkey had taken steps to prevent the  diversion harming downstream users in both countries. Iraqi Oil Minister Issam Abdul-Rahim al-Chalabi gave Ozal a message from President Saddam Hussein on the river, which Turkey diverted on January 13, 1990 for 30 days to begin filling its new Ataturk dam. An official statement issued after the meeting said: ""The president has stated that Turkey, always mindful of its neighbours' needs, has already taken measures to meet the normal water requirements of Syria and Iraq."" It said President Hussein's message contained his views on Iraq's water needs ""within the context of the close friendship and cooperation between the two countries"". Chalabi told reporters: ""We are confident that the Turkish side does not aim to harm Iraq by taking these measures. But continuation of the latest plan will certainly mean harming a great number of Iraqi citizens."" ",,
1/14/1990,SYR_TUR,Euphrates,SYR,TUR,TIGR_SYR,TIGR_TUR,Iraq--Turkey--Syria,3,1,"Turkish President Turgut Ozal said that the temporary diversion of the Euphrates River will not harm Iraq or Syria.  Ozal told an Iraqi minister that Turkey had taken steps to prevent the  diversion harming downstream users in both countries. Iraqi Oil Minister Issam Abdul-Rahim al-Chalabi gave Ozal a message from President Saddam Hussein on the river, which Turkey diverted on January 13, 1990 for 30 days to begin filling its new Ataturk dam. An official statement issued after the meeting said: ""The president has stated that Turkey, always mindful of its neighbours' needs, has already taken measures to meet the normal water requirements of Syria and Iraq."" It said President Hussein's message contained his views on Iraq's water needs ""within the context of the close friendship and cooperation between the two countries"". Chalabi told reporters: ""We are confident that the Turkish side does not aim to harm Iraq by taking these measures. But continuation of the latest plan will certainly mean harming a great number of Iraqi citizens."" ",,
1/15/1990,IRQ_TUR,Euphrates,IRQ,TUR,TIGR_IRQ,TIGR_TUR,Iraq--Turkey,2,2,"Iraqi Oil Minister Issam Abdul- Rahim al-Chalabi said his talks with Turkish President Turgut Ozal on Iraq's water needs following the diversion of the Euphrates river had been excellent and productive. ""We were assured that due consideration will be given to the supply of water to neighbouring countries,"" he told reporters. ""The meeting was excellent, fruitful and productive,"" said Chalabi, who met Ozal a day after Turkey began a one-month diversion of the Euphrates to the big new Ataturk Dam.",,
1/15/1990,SYR_TUR,Euphrates,SYR,TUR,TIGR_SYR,TIGR_TUR,Syria--Turkey,2,-1,Syria complained to Turkey that its diversion of the Euphrates river to fill a dam was against international law. Syria stated that diversion of the river would seriously affect Syria's drinking water supplies and electricity generation. Turkey diverted the Euphrates river to fill its new Ataturk dam.,,
1/15/1990,ARE_TUR,not specific,ARE,TUR,UNKN_ARE,UNKN_TUR,Turkey--United Arab Emirates,2,1,"United Arab Emirates Electricity and Water Minister, Hamid Nasser al-Oweiss said that a water piping plan has been scrapped by Turkey on January 15. ""A gallon of desalinated water is costing us three fils (less than one cent), while a gallon from the Turkish pipeline will cost five fils (1.5 cents),"" UAE Electricity and Water Minister Hamid Nasser al-Oweiss was quoted by local newspapers on Monday as saying. ",,
1/16/1990,SYR_TUR,Euphrates,SYR,TUR,TIGR_SYR,TIGR_TUR,Syria--Turkey,3,-2,"Syria expressed strong concern to Turkey over the diversion of the Euphrates River, citing it as a breach of international law. Syrian officials stressed that Damascus felt Turkey's action ""constituted an unjustified move which would cause...harm to the environment of the river's water course."" Industry sources said that Syria's huge hydroelectric generators at the Euphrates dam in northern Syria and thousands of hectares (acres) of cultivated land would be seriously affected by reduced water supply. Syria joined Iraq in comdemning the actions. Iraq, which also depends on Euphrates water for irrigation and hydroelectric power, sent Oil Minister Issam Abdul-Rahim al-Chalabi to Ankara to express Baghdad's concern, and sought changes in Turkey's diversion plan to reduce the damaging results for millions of its people.",,
1/16/1990,KHM_LAO,Mekong,KHM,LAO,MEKO_KHM,MEKO_LAO,Cambodia--Laos--Thailand--Vietnam,4,1,"The delegation of the International Interim Mekong Committee (IIMC) of Laos, headed by Vongsaid (the deputy minister of trade & foreign economic relations & president of the committee) attended the 30th session of the committee held on 1/8-10. The delegation discussed various matters pertaining to the development of the Mekong Basin, especially projects for developing water resources in Lao PDR, the 1st proposed comprehensive project, multipurpose development at Nam Ngok & Nam Koua, & the protection of rare wild animals. Some projects relating to other member countries were raised at session. The committee will also addressed development of hydrologic & meteorologic network, flood forecasting & reduction of its damages, data collection, relocation of people, & socio-economic & environmental effects. Lao & Vietnam delegates considered including some projects in the action plan of the IIMC for 1990-92, but the Thai delegation requested time for thorough consideration & will make its decision by 3rd session over 4/24-27/90 ",,
1/16/1990,KHM_THA,Mekong,KHM,THA,MEKO_KHM,MEKO_THA,Cambodia--Laos--Thailand--Vietnam,4,1,"The delegation of the International Interim Mekong Committee (IIMC) of Laos, headed by Vongsaid (the deputy minister of trade & foreign economic relations & president of the committee) attended the 30th session of the committee held on 1/8-10. The delegation discussed various matters pertaining to the development of the Mekong Basin, especially projects for developing water resources in Lao PDR, the 1st proposed comprehensive project, multipurpose development at Nam Ngok & Nam Koua, & the protection of rare wild animals. Some projects relating to other member countries were raised at session. The committee will also addressed development of hydrologic & meteorologic network, flood forecasting & reduction of its damages, data collection, relocation of people, & socio-economic & environmental effects. Lao & Vietnam delegates considered including some projects in the action plan of the IIMC for 1990-92, but the Thai delegation requested time for thorough consideration & will make its decision by 3rd session over 4/24-27/90 ",,
1/16/1990,KHM_VNM,Mekong,KHM,VNM,MEKO_KHM,MEKO_VNM,Cambodia--Laos--Thailand--Vietnam,4,1,"The delegation of the International Interim Mekong Committee (IIMC) of Laos, headed by Vongsaid (the deputy minister of trade & foreign economic relations & president of the committee) attended the 30th session of the committee held on 1/8-10. The delegation discussed various matters pertaining to the development of the Mekong Basin, especially projects for developing water resources in Lao PDR, the 1st proposed comprehensive project, multipurpose development at Nam Ngok & Nam Koua, & the protection of rare wild animals. Some projects relating to other member countries were raised at session. The committee will also addressed development of hydrologic & meteorologic network, flood forecasting & reduction of its damages, data collection, relocation of people, & socio-economic & environmental effects. Lao & Vietnam delegates considered including some projects in the action plan of the IIMC for 1990-92, but the Thai delegation requested time for thorough consideration & will make its decision by 3rd session over 4/24-27/90 ",,
1/16/1990,LAO_THA,Mekong,LAO,THA,MEKO_LAO,MEKO_THA,Cambodia--Laos--Thailand--Vietnam,4,1,"The delegation of the International Interim Mekong Committee (IIMC) of Laos, headed by Vongsaid (the deputy minister of trade & foreign economic relations & president of the committee) attended the 30th session of the committee held on 1/8-10. The delegation discussed various matters pertaining to the development of the Mekong Basin, especially projects for developing water resources in Lao PDR, the 1st proposed comprehensive project, multipurpose development at Nam Ngok & Nam Koua, & the protection of rare wild animals. Some projects relating to other member countries were raised at session. The committee will also addressed development of hydrologic & meteorologic network, flood forecasting & reduction of its damages, data collection, relocation of people, & socio-economic & environmental effects. Lao & Vietnam delegates considered including some projects in the action plan of the IIMC for 1990-92, but the Thai delegation requested time for thorough consideration & will make its decision by 3rd session over 4/24-27/90 ",,
1/16/1990,LAO_VNM,Mekong,LAO,VNM,MEKO_LAO,MEKO_VNM,Cambodia--Laos--Thailand--Vietnam,4,1,"The delegation of the International Interim Mekong Committee (IIMC) of Laos, headed by Vongsaid (the deputy minister of trade & foreign economic relations & president of the committee) attended the 30th session of the committee held on 1/8-10. The delegation discussed various matters pertaining to the development of the Mekong Basin, especially projects for developing water resources in Lao PDR, the 1st proposed comprehensive project, multipurpose development at Nam Ngok & Nam Koua, & the protection of rare wild animals. Some projects relating to other member countries were raised at session. The committee will also addressed development of hydrologic & meteorologic network, flood forecasting & reduction of its damages, data collection, relocation of people, & socio-economic & environmental effects. Lao & Vietnam delegates considered including some projects in the action plan of the IIMC for 1990-92, but the Thai delegation requested time for thorough consideration & will make its decision by 3rd session over 4/24-27/90 ",,
1/16/1990,THA_VNM,Mekong,THA,VNM,MEKO_THA,MEKO_VNM,Cambodia--Laos--Thailand--Vietnam,4,1,"The delegation of the International Interim Mekong Committee (IIMC) of Laos, headed by Vongsaid (the deputy minister of trade & foreign economic relations & president of the committee) attended the 30th session of the committee held on 1/8-10. The delegation discussed various matters pertaining to the development of the Mekong Basin, especially projects for developing water resources in Lao PDR, the 1st proposed comprehensive project, multipurpose development at Nam Ngok & Nam Koua, & the protection of rare wild animals. Some projects relating to other member countries were raised at session. The committee will also addressed development of hydrologic & meteorologic network, flood forecasting & reduction of its damages, data collection, relocation of people, & socio-economic & environmental effects. Lao & Vietnam delegates considered including some projects in the action plan of the IIMC for 1990-92, but the Thai delegation requested time for thorough consideration & will make its decision by 3rd session over 4/24-27/90 ",,
1/18/1990,ARL_IRQ,Euphrates,ARL,IRQ,TIGR_ARL,TIGR_IRQ,Arab League--Iraq--Syria--Turkey,4,,"The Arab League asked Turkey to shorten the period during which it cuts the flow of water in the Euphrates and to supply downstream Syria and Iraq with more water during the cut-off. A league spokesman said in a statement that Turkey should have consulted its Arab neighbours in advance and the fact that the Euphrates rose in Turkey was no justification for unilaterally stopping the flow. The spokesman said: ""The (Turkish) decision...is detrimental to two countries, Syria and Iraq, which have inalienable historic rights to the water of the river under international law. It is a measure which required consultations and agreement with the countries which share the waters of the river."" He added: ""The league...hopes the Turkish government will reconsider its decision, by shortening the period of diversion and also by reviewing the amount of water released during the filling period.""",,
1/18/1990,ARL_SYR,Euphrates,ARL,SYR,TIGR_ARL,TIGR_SYR,Arab League--Iraq--Syria--Turkey,4,,"The Arab League asked Turkey to shorten the period during which it cuts the flow of water in the Euphrates and to supply downstream Syria and Iraq with more water during the cut-off. A league spokesman said in a statement that Turkey should have consulted its Arab neighbours in advance and the fact that the Euphrates rose in Turkey was no justification for unilaterally stopping the flow. The spokesman said: ""The (Turkish) decision...is detrimental to two countries, Syria and Iraq, which have inalienable historic rights to the water of the river under international law. It is a measure which required consultations and agreement with the countries which share the waters of the river."" He added: ""The league...hopes the Turkish government will reconsider its decision, by shortening the period of diversion and also by reviewing the amount of water released during the filling period.""",,
1/18/1990,ARL_TUR,Euphrates,ARL,TUR,TIGR_ARL,TIGR_TUR,Arab League--Iraq--Syria--Turkey,4,1,"The Arab League asked Turkey to shorten the period during which it cuts the flow of water in the Euphrates and to supply downstream Syria and Iraq with more water during the cut-off. A league spokesman said in a statement that Turkey should have consulted its Arab neighbours in advance and the fact that the Euphrates rose in Turkey was no justification for unilaterally stopping the flow. The spokesman said: ""The (Turkish) decision...is detrimental to two countries, Syria and Iraq, which have inalienable historic rights to the water of the river under international law. It is a measure which required consultations and agreement with the countries which share the waters of the river."" He added: ""The league...hopes the Turkish government will reconsider its decision, by shortening the period of diversion and also by reviewing the amount of water released during the filling period.""",,
1/20/1990,IRN_PAK,not specific,IRN,PAK,UNKN_IRN,UNKN_PAK,Iran--Pakistan,4,4,"Iranian Construction Minister, Gholamereza Forouzesh, and Pakistani Minister of Commerce, Faisal Saleh Hayat, signed an agreement~ to increase Pakistani partici[ation in Iran's reconstruction after Iran's eight-year war with Iraq.  The accord covers rural development, construction, fisheries, livestock, sugar cane and water management.  Hayat told reporters it could boost trade to 500 million dollars a year from 400 million. Earlier this week the two countries signed a pact to increase border trade.  The war was ended by a ceasefire in August 1988. ",,
1/21/1990,ETH_SDN,Blue Nile Tana Lake,ETH,SDN,NILE_ETH,NILE_SDN,Egypt--Ethiopia--Sudan,3,-2,"Shammu, Sudanese minister of information & culture & the official spokesman for the Sudanese government, has stated that Ethiopia plans to build dams on the source of the Blue Nile ""Tana Lake"" without consulting the Sudanese government. An agreement signed in 1902 by Sudan & Ethiopia stipulates that consultations be held before carrying out such projects. Shammu said Ethiopia's acts constitute flagrant violation of agreement, & the fact that Ethiopia allowing Israeli enemy to participate in construction of these dams threatens security of Sudan & Egypt in particular & Arab countries in general. Ethiopia built huge dam on the Blue Nile sources 3-4 years ago without consulting Sudan. Sudan will make every effort to block suspect projects.",,
1/21/1990,EGY_SDN,Blue Nile Tana Lake,EGY,SDN,NILE_EGY,NILE_SDN,Egypt--Ethiopia--Sudan,3,,"Shammu, Sudanese minister of information & culture & the official spokesman for the Sudanese government, has stated that Ethiopia plans to build dams on the source of the Blue Nile ""Tana Lake"" without consulting the Sudanese government. An agreement signed in 1902 by Sudan & Ethiopia stipulates that consultations be held before carrying out such projects. Shammu said Ethiopia's acts constitute flagrant violation of agreement, & the fact that Ethiopia allowing Israeli enemy to participate in construction of these dams threatens security of Sudan & Egypt in particular & Arab countries in general. Ethiopia built huge dam on the Blue Nile sources 3-4 years ago without consulting Sudan. Sudan will make every effort to block suspect projects.",,
1/25/1990,LBY_TUN,n/a,LBY,TUN,NTAP_LBY,NTAP_TUN,Libya--Tunisia,2,4,"Libya sent trucks loaded with medical supplies to Tunisia on January 25.  These supplies included tents and blankets for flood victims.  These floods have killed at least 18 people, rendered thousands homeless and caused extensive damage.",,
1/30/1990,SYR_TUR,Euphrates,SYR,TUR,TIGR_SYR,TIGR_TUR,Syria--Turkey,2,-2,"Syria blamed Turkey for electricity cuts and water shortages across the country, saying they were the result of Ankara's decision to cut the flow of the Euphrates River. The reaction is the from Damascus since a January decision by Turkey to change the course of the river to fill a giant dam. A Syrian official said ""The cut had a psychological effect on the Syrian people who depend in their daily lives on the river's waters.The cut might lead to a state of enmity on the popular level, something which both the Syrian and Turkish governments exerted big efforts in recent years to remove.",,
2/7/1990,ARG_USA,n/a,ARG,USA,NTAP_ARG,NTAP_USA,Argentina--United States,2,1,"The United States promised to give aid to Argentina's  flood victims.  ""The United States is sending 40 tonnes of food, clothing, medicine and cots to Argentina as humanitarian assistance for people in the north of the country who became homeless in the recent floods,"" an official at the U.S. Embassy told Reuters.  In northern provinces, heavy rains caused already swollen rivers to burst their banks and flood low-lying areas, causing 10,000 people to leave their homes.",,
2/7/1990,IRQ_UNO,northern Iraq,IRQ,UNO,UNKN_IRQ,UNKN_UNO,Iraq--United Nations Organizations--Iran,3,,"Iraq complained to the United Nations that Iran had sharply increased its flooding of areas between their two armies, violating ceasefire provisions and posing a threat to some Iraqi units. ""During the last three-month period, the overall average level has increased by 67 per cent,"" Iraqi U.N. representative Abdul Al-Anbari said in a letter to Secretary General Javier Perez de Cuellar. ""This is an extremely grave issue, as the area of flooded land has begun to increase, gradually and inexorably, posing a threat to the security of our military units."" Al-Anbari said that, despite intervention by the secretary general, Iran was persisting and water levels were constantly rising. ""It is our hope that you in particular will do your utmost to put an end to this continuing serious infringement of the ceasefire on the part of Iran, as well as to the other persistent Iranian violations all along the ceasefire line between the two countries,"" the Iraqi envoy added.",,
2/7/1990,IRN_IRQ,northern Iraq,IRN,IRQ,UNKN_IRN,UNKN_IRQ,Iraq--United Nations Organizations--Iran,3,-1,"Iraq complained to the United Nations that Iran had sharply increased its flooding of areas between their two armies, violating ceasefire provisions and posing a threat to some Iraqi units. ""During the last three-month period, the overall average level has increased by 67 per cent,"" Iraqi U.N. representative Abdul Al-Anbari said in a letter to Secretary General Javier Perez de Cuellar. ""This is an extremely grave issue, as the area of flooded land has begun to increase, gradually and inexorably, posing a threat to the security of our military units."" Al-Anbari said that, despite intervention by the secretary general, Iran was persisting and water levels were constantly rising. ""It is our hope that you in particular will do your utmost to put an end to this continuing serious infringement of the ceasefire on the part of Iran, as well as to the other persistent Iranian violations all along the ceasefire line between the two countries,"" the Iraqi envoy added.",,
2/7/1990,KHM_LAO,Mekong,KHM,LAO,MEKO_KHM,MEKO_LAO,Cambodia--Laos--Thailand--Vietnam,4,1,"A workshop on cooperation between Lao PDR & the International Mekong Committee was opened on 2/6/90. In opening address, Bounnaphon pointed to main tasks of the committee. These tasks include the interaction, recommendation & follow-up of planning & study of water resources development in the lower Mekong basin. The committee's role in the region, the Mekong Committee & Lao PDR's development & planning in the lower Mekong area, & water resources development in Lao PDR were also discussed.",,
2/7/1990,KHM_THA,Mekong,KHM,THA,MEKO_KHM,MEKO_THA,Cambodia--Laos--Thailand--Vietnam,4,1,"A workshop on cooperation between Lao PDR & the International Mekong Committee was opened on 2/6/90. In opening address, Bounnaphon pointed to main tasks of the committee. These tasks include the interaction, recommendation & follow-up of planning & study of water resources development in the lower Mekong basin. The committee's role in the region, the Mekong Committee & Lao PDR's development & planning in the lower Mekong area, & water resources development in Lao PDR were also discussed.",,
2/7/1990,KHM_VNM,Mekong,KHM,VNM,MEKO_KHM,MEKO_VNM,Cambodia--Laos--Thailand--Vietnam,4,1,"A workshop on cooperation between Lao PDR & the International Mekong Committee was opened on 2/6/90. In opening address, Bounnaphon pointed to main tasks of the committee. These tasks include the interaction, recommendation & follow-up of planning & study of water resources development in the lower Mekong basin. The committee's role in the region, the Mekong Committee & Lao PDR's development & planning in the lower Mekong area, & water resources development in Lao PDR were also discussed.",,
2/7/1990,LAO_THA,Mekong,LAO,THA,MEKO_LAO,MEKO_THA,Cambodia--Laos--Thailand--Vietnam,4,1,"A workshop on cooperation between Lao PDR & the International Mekong Committee was opened on 2/6/90. In opening address, Bounnaphon pointed to main tasks of the committee. These tasks include the interaction, recommendation & follow-up of planning & study of water resources development in the lower Mekong basin. The committee's role in the region, the Mekong Committee & Lao PDR's development & planning in the lower Mekong area, & water resources development in Lao PDR were also discussed.",,
2/7/1990,LAO_VNM,Mekong,LAO,VNM,MEKO_LAO,MEKO_VNM,Cambodia--Laos--Thailand--Vietnam,4,1,"A workshop on cooperation between Lao PDR & the International Mekong Committee was opened on 2/6/90. In opening address, Bounnaphon pointed to main tasks of the committee. These tasks include the interaction, recommendation & follow-up of planning & study of water resources development in the lower Mekong basin. The committee's role in the region, the Mekong Committee & Lao PDR's development & planning in the lower Mekong area, & water resources development in Lao PDR were also discussed.",,
2/7/1990,THA_VNM,Mekong,THA,VNM,MEKO_THA,MEKO_VNM,Cambodia--Laos--Thailand--Vietnam,4,1,"A workshop on cooperation between Lao PDR & the International Mekong Committee was opened on 2/6/90. In opening address, Bounnaphon pointed to main tasks of the committee. These tasks include the interaction, recommendation & follow-up of planning & study of water resources development in the lower Mekong basin. The committee's role in the region, the Mekong Committee & Lao PDR's development & planning in the lower Mekong area, & water resources development in Lao PDR were also discussed.",,
2/9/1990,IRQ_TUR,Euphrates,IRQ,TUR,TIGR_IRQ,TIGR_TUR,Iraq--Turkey,2,1,"Turkish Minister Isin Celebi left for a visit to Iraq for economic talks just after his country said it would end a 30-day diversion of the waters of the Euphrates river.  Official sources said Celebi would deliver a message from President Turgut Ozal to Iraqi leader Saddam Hussein, but did not reveal its contents. Celebi was accompanied by experts from Turkey's Central Bank, Eximbank, State Waterworks and oil refineries. He told reporters before he left his talks would be in preparation for a joint economic committee meeting in April 1990 between Turkey and Iraq, its largest oil supplier.",,
2/12/1990,BGD_IND,Ganges,BGD,IND,GANG_BGD,GANG_IND,Bangladesh--India,2,1,"Indian External Affairs Minister Inder Kumar Gujral announced he will pay a three-day visit to Bagladesh for talks with leaders on bilateral and regional issues.  Indian High Commission (Embassy) officials described Gujral's diplomatic foray as an attempt to put the relationship between India and its small South Asian neighbours on a new friendly footing.  Bangladeshi officials said Gujral was expected to discuss with his Bangladeshi counterpart, Anisul Islam Mahmud, eight long-standing bilateral disputes.  The most important among them are sharing of the waters of the Ganges river during the dry season, a tribal insurgency in the southern Chittagong Hill Tracts, the ownership of the small island of Talpatty in the Bay of Bengal and the demarcation of a maritime boundary between the two neighbours.",,
2/12/1990,IRQ_TUR,Euphrates,IRQ,TUR,TIGR_IRQ,TIGR_TUR,Iraq--Turkey--Syria,3,0,"Turkey opened the floodgates of a massive new dam to release the vital waters of the Euphrates to Syria and Iraq after a month-long cut-off that dismayed its downstream neighbours. Turkey diverted the the Euphrates to begin filling the Ataturk dam and rejected requests from Syria and Iraq to reduce the cut-off time, saying 30 days was essential. The floodgates at two of Ataturk's three tunnels were opened on schedule within 30 minutes of each other by Minister of Public Works Cengiz Altinkaya, the semi-official Anatolian News Agency reported. ""All the installations we build on our rivers are projects which serve all men as much as the Turkish people,"" Altinkaya said. ""The releasing of the waters on time is not a mere gesture. It is the keeping of an engineering pledge."" ""Syria and Iraq will also benefit from the Ataturk dam in long run,"" Foreign Ministry spokesman Murat Sungar told Reuters. ""They knew the waters would be cut from the day we began building the dam."" ",,
2/12/1990,SYR_TUR,Euphrates,SYR,TUR,TIGR_SYR,TIGR_TUR,Iraq--Turkey--Syria,3,0,"Turkey opened the floodgates of a massive new dam to release the vital waters of the Euphrates to Syria and Iraq after a month-long cut-off that dismayed its downstream neighbours. Turkey diverted the the Euphrates to begin filling the Ataturk dam and rejected requests from Syria and Iraq to reduce the cut-off time, saying 30 days was essential. The floodgates at two of Ataturk's three tunnels were opened on schedule within 30 minutes of each other by Minister of Public Works Cengiz Altinkaya, the semi-official Anatolian News Agency reported. ""All the installations we build on our rivers are projects which serve all men as much as the Turkish people,"" Altinkaya said. ""The releasing of the waters on time is not a mere gesture. It is the keeping of an engineering pledge."" ""Syria and Iraq will also benefit from the Ataturk dam in long run,"" Foreign Ministry spokesman Murat Sungar told Reuters. ""They knew the waters would be cut from the day we began building the dam."" ",,
2/16/1990,BGD_IND,Ganges,BGD,IND,GANG_BGD,GANG_IND,Bangladesh--India,3,1,"Indian External Affairs Minister Inder Kumar Gujral arrived in Bangladesh for talks with Bangladeshi leaders on long-standing bilateral issues.  ""There are no differences, but there are some difficulties in relations between India and Bangladesh which can be resolved in a spirit of friendship and cooperation,"" Gujral said without elaborating.  Bangladeshi officials said Gujral was expected to discuss with his Bangladeshi counterpart, Anisul Islam Mahmud, all the eight bilateral disputes that have soured relations between the two neighbours from time to time.  The most important are the Ganges river issue, the tribal insurgency in southern Chittagong Hill Tracts, the ownership of a small island, called Talpatty, in the Bay of Bengal and demarcation of a maritime boundary between the two countries.",,
2/18/1990,ISR_MEX,not specific,ISR,MEX,UNKN_ISR,UNKN_MEX,Israel--Mexico,2,1,"Israeli Foreign Minister Moshe Arens began a three-day visit to Mexico that was to include a meeting with President Carlos Salinas de Gortari, Mexico's foreign ministry said. Mexico's Agriculture Minister Carlos Hank Gonzalez said in Mexico City that agriculture officials were eager to discuss with Arens Israel's efficient water use policies because water shortages are a frequent problem for Mexican farmers. Arens also planned to meet with members of congress to discuss the creation of a bilateral committee of legislators to oversee exchanges between the two countries.",,
2/19/1990,JOR_USA,JORDAN,JOR,USA,JORD_JOR,JORD_USA,Syria--Jordan--United States,3,-3,"After a well-known crisis that Iraq & Syria had with Turkey, an agreement, in priniciple, was reached recently between Iraq & Syria concerning waters of the Euphrates River . The agreement is now in the Arab League Secretartiat & will soon be sent for signatures in Baghdad & Damascus. The agreement will then be sent to Turkey (for information). The agreement stipulates that Syria has a right to use 60% of Euphrates Rriver waters, while the remaining 40% are for Iraq. Also, American companies that were contracted to finance development stages of al-Wahdah Dam on the al-Yarmuk River in the border area between Syria & Jordan withdrew financial support last month.",,
2/19/1990,SYR_USA,JORDAN,SYR,USA,JORD_SYR,JORD_USA,Syria--Jordan--United States,3,-3,"After a well-known crisis that Iraq & Syria had with Turkey, an agreement, in priniciple, was reached recently between Iraq & Syria concerning waters of the Euphrates River . The agreement is now in the Arab League Secretartiat & will soon be sent for signatures in Baghdad & Damascus. The agreement will then be sent to Turkey (for information). The agreement stipulates that Syria has a right to use 60% of Euphrates Rriver waters, while the remaining 40% are for Iraq. Also, American companies that were contracted to finance development stages of al-Wahdah Dam on the al-Yarmuk River in the border area between Syria & Jordan withdrew financial support last month.",,
2/20/1990,BEL_OTH,Scheldt (Shelde) River,BEL,OTH,SHLD_BEL,SHLD_OTH,Belgium--Non-Governmental Organization (Greenpeace),2,-3,"Greenpeace environmental activists blocked a waste pipe from a Belgian chemical plant, alleging it was discharging toxic waste into the North Sea.  BASF spokesman Jan Van Doorslaer could not confirm whether the effluent from the Antwerp plant was toxic, but he said the waste water is filtered through two treatment facilities before being discharged into the Scheldt river.  Greenpeace said in a statement the plant was dumping heavy metals and toxins into the Scheldt, which flows into the North Sea. The action was the latest step in the group's campaign to highlight what it calls Belgium's disregard for a 1987 agreement between North Sea states to halve the flow of dangerous substances into the waterway by 1995. ",,
2/20/1990,GIN_IBK,n/a,GIN,IBK,NTAP_GIN,NTAP_IBK,Guinea--World Bank and IMF--Liberia,3,,"The European Community on Feb 20 gave $280,000 in emergency aid to Liberian refugees in Guinea. The money was to be used to buy medicine, water pumps, hygiene equipment and other urgently-needed supplies, the EC's executive Commission said in a statement.  Since December about 80,000  Liberians fled to border towns in Guinea to escape the civil war",,
2/20/1990,IBK_LBR,n/a,IBK,LBR,NTAP_IBK,NTAP_LBR,Guinea--World Bank and IMF--Liberia,3,,"The European Community on Feb 20 gave $280,000 in emergency aid to Liberian refugees in Guinea. The money was to be used to buy medicine, water pumps, hygiene equipment and other urgently-needed supplies, the EC's executive Commission said in a statement.  Since December about 80,000  Liberians fled to border towns in Guinea to escape the civil war",,
2/21/1990,GFR_POL,Shatt al-Arab,GFR,POL,TIGR_GFR,TIGR_POL,German Fed. Republic (West Germany)--Poland,2,-1,"Poland repeated its demand to join talks on German unification, saying all ambiguities about its western frontiers must be resolved before the two Germanys unite. Polish Prime Minister Tadeusz Mazowiecki told a news conference that Poland, whose territory includes parts of pre-World War Two Germany, wanted a treaty with the new Germany guaranteeing its frontiers. He said for reasons of national security, Poland could not cut military spending at present, nor demand the withdrawal of Soviet troops from its territory. Mazowiecki warned that ambiguities could emerge in future over Poland's western frontier on the Oder and Neisse rivers despite treaties, signed separately by East and West Germany at Gorzelec in 1950 and Warsaw in 1970, which recognise it.",,
2/22/1990,BGD_FRA,Ganges; Meghna,BGD,FRA,GANG_BGD,GANG_FRA,Bangladesh--France,2,3,"French President Francois Mitterrand arrived in Bangladesh. He is on a three-day visit for talks on ways to contain devastating floods in Bangladesh.Mitterrand and his wife Danielle were greeted by President Hossain Mohammad Ershad at Dhaka airport. A 21-gun salute heralded their arrival and children danced and sang as the French president's motorcade drove under welcome arches. French help to Bangladesh in its search for a permanent solution to its chronic flood problems was expected to dominate talks between Mitterrand and Ershad, officials said. Mitterrand is expected to fly by helicopter over areas along the Ganges and Meghna rivers where his government has indicated it may build flood protection embankments. He is due to leave for home on Feb 23. ",,
2/26/1990,EEC_FRA,not specific,EEC,FRA,UNKN_EEC,UNKN_FRA,European Community--France,2,-1,"French Agriculture Minister Henri Nallet blamed the farm policies of the European Community for its water pollution problems. Nallet told a news conference that EC policies designed to improve cereal and meat output had stimulated the use of fertilisers containing nitrates and encouraged farmers to pack animal herds into smaller spaces. The policies, adopted in the 1960s, boosted output and helped keep prices down but also caused water pollution, he said. ""Everyone has encouraged farmers to produce more,"" Nallet added. ",,
