"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",2.6,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",2.7,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",2.9,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",3.2,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2010","2010",1744000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2011","2011",1853700,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2012","2012",1723900,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2013","2013",1594100,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2014","2014",1616900,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2015","2015",1718500,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2016","2016",1873900,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2017","2017",1945000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2018","2018",2086000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2019","2019",2200800,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2020","2020",2220300,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2010","2010",875900,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2011","2011",944600,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2012","2012",893500,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2013","2013",842400,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2014","2014",856400,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2015","2015",830100,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2016","2016",876700,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2017","2017",933000,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2018","2018",1058000,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",2.8,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",2.9,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",2.6,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",2.4,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",2.4,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",2.8,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",3.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",3.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",3.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2010","2010",868100,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2011","2011",909100,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2012","2012",830400,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2013","2013",751700,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2014","2014",760500,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2015","2015",888400,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2016","2016",997200,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2017","2017",1012000,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2018","2018",1028000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",5.6,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",5.9,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",5.5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",5.1,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",5.4,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",5.8,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",6,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",6.4,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2019","2019",6.7,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2020","2020",6.7,,
